date,1,2,3,4,5,6,7,OT
205,0.21693,77023,86403,1.8774,1.4032,0.1893,1.5548,28.755
205.2,0.065078,77109,86499,1.8781,1.4203,0.18915,1.5554,28.767
205.4,28.956,77192,86593,1.8788,1.4521,0.18887,1.556,28.781
205.6,8.6867,77273,86686,1.8794,1.4595,0.18881,1.5565,28.794
205.8,59.176,77354,86777,1.8801,1.4596,0.1888,1.5571,28.807
206,27.885,77434,86868,1.8808,1.48,0.18862,1.5576,28.821
206.2,8.3656,77514,86959,1.8815,1.4751,0.18867,1.5582,28.835
206.4,2.5097,77596,87052,1.8822,1.4874,0.18856,1.5588,28.849
206.6,0.7529,77678,87145,1.8829,1.4735,0.18868,1.5594,28.862
206.8,27.858,77762,87240,1.8836,1.4605,0.18879,1.56,28.874
207,8.3574,77848,87336,1.8843,1.4537,0.18885,1.5605,28.885
207.2,58.896,77934,87433,1.8849,1.4477,0.1889,1.5611,28.895
207.4,17.669,78022,87532,1.8856,1.4391,0.18897,1.5617,28.905
207.6,99.129,78111,87631,1.8863,1.4374,0.18899,1.5622,28.914
207.8,65.915,78200,87731,1.8869,1.4226,0.18911,1.5628,28.923
208,28.906,78288,87830,1.8876,1.4327,0.18902,1.5633,28.932
208.2,8.6718,78376,87929,1.8882,1.4561,0.18882,1.5638,28.941
208.4,2.6015,78462,88025,1.8888,1.4503,0.18887,1.5644,28.951
208.6,0.78046,78546,88119,1.8894,1.4575,0.1888,1.5649,28.961
208.8,0.23414,78628,88212,1.89,1.4485,0.18888,1.5653,28.971
209,0.070242,78708,88303,1.8905,1.455,0.18882,1.5658,28.981
209.2,29.507,78787,88393,1.891,1.4554,0.18882,1.5662,28.991
209.4,8.8522,78866,88482,1.8915,1.472,0.18867,1.5666,29.001
209.6,59.261,78944,88570,1.892,1.4847,0.18856,1.567,29.011
209.8,17.778,79022,88658,1.8925,1.4823,0.18858,1.5674,29.022
210,98.428,79100,88747,1.893,1.4729,0.18866,1.5678,29.032
210.2,60.417,78485,88036,1.8831,1.456,0.18883,1.5596,29.042
210.4,18.125,77869,87323,1.8678,1.458,0.18884,1.5468,29.053
210.6,49.507,77250,86607,1.852,1.4441,0.18899,1.5337,29.065
210.8,14.852,76623,85885,1.8362,1.4744,0.18876,1.5205,29.08
211,79.025,75993,85159,1.8205,1.4776,0.18876,1.5074,29.096
211.2,48.198,75362,84431,1.8047,1.4704,0.18886,1.4943,29.113
211.4,14.46,74732,83704,1.789,1.4554,0.18902,1.4812,29.129
211.6,41.886,74103,82979,1.7733,1.4437,0.18915,1.4682,29.144
211.8,12.566,73478,82258,1.7577,1.415,0.18943,1.4551,29.158
212,72.335,72856,81540,1.742,1.3823,0.18974,1.4421,29.17
212.2,40.854,72932,81626,1.7372,1.3564,0.18998,1.4381,29.181
212.4,12.256,73012,81716,1.7374,1.3308,0.1902,1.4383,29.189
212.6,37.659,73096,81810,1.738,1.3169,0.19032,1.4388,29.195
212.8,11.298,73184,81909,1.7387,1.2919,0.19054,1.4393,29.2
213,67.652,73275,82010,1.7393,1.2701,0.19073,1.4398,29.203
213.2,37.639,73368,82112,1.7399,1.2527,0.19088,1.4404,29.205
213.4,11.292,73461,82215,1.7406,1.2604,0.19081,1.4409,29.208
213.6,36.337,73552,82317,1.7413,1.2745,0.19068,1.4415,29.212
213.8,10.901,73642,82418,1.742,1.2823,0.19062,1.4421,29.217
214,67.871,73730,82516,1.7427,1.2957,0.1905,1.4427,29.222
214.2,38.123,73815,82611,1.7434,1.2993,0.19046,1.4433,29.228
214.4,11.437,73898,82704,1.7441,1.3116,0.19036,1.4438,29.235
214.6,36.565,73979,82795,1.7447,1.3133,0.19034,1.4443,29.243
214.8,10.969,74059,82885,1.7454,1.3205,0.19028,1.4449,29.251
215,68.471,74138,82975,1.746,1.3135,0.19034,1.4454,29.259
215.2,36.481,74219,83066,1.7466,1.3048,0.19041,1.446,29.266
215.4,10.944,74300,83158,1.7472,1.2842,0.19059,1.4464,29.273
215.6,35.617,74383,83251,1.7478,1.2731,0.19068,1.4469,29.279
215.8,10.685,74466,83344,1.7484,1.2691,0.19072,1.4474,29.284
216,69.493,74549,83437,1.749,1.2635,0.19077,1.4479,29.289
216.2,39.373,74632,83530,1.7496,1.2706,0.1907,1.4484,29.295
216.4,11.812,74714,83622,1.7502,1.2788,0.19063,1.4489,29.301
216.6,40.73,74794,83712,1.7508,1.292,0.19051,1.4494,29.308
216.8,12.219,74873,83801,1.7514,1.3004,0.19044,1.4499,29.315
217,76.008,74951,83889,1.752,1.2984,0.19046,1.4504,29.323
217.2,43.906,75028,83977,1.7526,1.3096,0.19036,1.4509,29.33
217.4,13.172,75106,84065,1.7532,1.3111,0.19034,1.4514,29.337
217.6,43.962,75185,84154,1.7537,1.2949,0.19048,1.4519,29.343
217.8,13.189,75266,84245,1.7543,1.2913,0.19051,1.4524,29.348
218,80.512,75348,84338,1.7549,1.2926,0.1905,1.4528,29.353
218.2,47.473,75432,84432,1.7556,1.2904,0.19052,1.4534,29.358
218.4,14.242,75518,84528,1.7562,1.2772,0.19063,1.4539,29.361
218.6,45.636,75605,84625,1.7568,1.2639,0.19075,1.4545,29.365
218.8,13.691,75693,84723,1.7575,1.2429,0.19093,1.455,29.366
219,78.846,75781,84822,1.758,1.2388,0.19096,1.4554,29.368
219.2,47.735,75869,84919,1.7585,1.2374,0.19097,1.4559,29.369
219.4,14.32,75955,85016,1.7591,1.2337,0.191,1.4563,29.371
219.6,44.963,76041,85112,1.7596,1.2549,0.19082,1.4568,29.374
219.8,13.489,76124,85205,1.7602,1.2884,0.19053,1.4572,29.378
220,76.393,76205,85296,1.7608,1.3217,0.19024,1.4577,29.383
24.2,756.53,61022,66125,0.76952,0.96208,0.19378,0.53752,0.021231
24.4,607.16,61067,66178,0.77396,0.85339,0.19489,0.54063,0.045669
24.6,489.27,61113,66232,0.7782,0.83808,0.19504,0.5436,0.070577
24.8,394.38,61158,66285,0.78237,0.84316,0.19498,0.54652,0.095984
25,118.31,61202,66337,0.78658,0.85269,0.19487,0.54946,0.12085
25.2,556.85,61243,66386,0.79081,0.86063,0.19478,0.55243,0.14535
25.4,482.59,61264,66415,0.79505,0.89502,0.19442,0.55539,0.17034
25.6,400.94,61274,66434,0.79925,0.92301,0.19412,0.55833,0.19615
25.8,329.46,61282,66450,0.80342,0.94202,0.19392,0.56126,0.22242
26,277.2,61290,66466,0.8076,0.9435,0.19389,0.56418,0.24882
26.2,238.78,61299,66484,0.81179,0.93859,0.19394,0.56712,0.27549
26.4,71.635,61313,66506,0.81597,0.92882,0.19403,0.57004,0.3025
26.6,375.27,61331,66532,0.82009,0.91253,0.19419,0.57293,0.33012
26.8,318.34,61353,66562,0.82417,0.90551,0.19425,0.57578,0.35806
27,265.79,61378,66595,0.82822,0.89644,0.19434,0.57862,0.38656
27.2,226.7,61405,66631,0.83223,0.88821,0.19442,0.58143,0.41526
27.4,201.13,61433,66667,0.83621,0.89096,0.19438,0.58422,0.44419
27.6,185.37,61461,66703,0.84017,0.89086,0.19437,0.58699,0.47336
27.8,171.98,61488,66738,0.84414,0.89239,0.19435,0.58976,0.50271
28,51.595,61511,66769,0.8481,0.89701,0.1943,0.59254,0.53243
28.2,282.81,61532,66799,0.85238,0.96137,0.19362,0.59554,0.55816
28.4,264.52,61551,66826,0.85684,0.98336,0.19339,0.59866,0.58448
28.6,243.04,61568,66852,0.86128,0.99391,0.19327,0.60177,0.61143
28.8,224.03,61585,66878,0.86572,1.0003,0.19319,0.60488,0.63897
29,205.68,61603,66904,0.87013,0.99189,0.19327,0.60797,0.66695
29.2,183.9,61623,66933,0.87452,0.99308,0.19325,0.61104,0.69534
29.4,166.6,61647,66965,0.8789,1.0013,0.19316,0.61411,0.72404
29.6,154.78,61673,67000,0.88327,0.99927,0.19317,0.61717,0.753
29.8,145.32,61701,67037,0.88762,1.0004,0.19315,0.62022,0.78203
30,137.4,61732,67077,0.89197,1.0067,0.19308,0.62327,0.81113
30.2,41.221,61764,67117,0.89634,1.0274,0.19285,0.62633,0.83975
30.4,231.94,61796,67158,0.90073,1.0273,0.19285,0.6294,0.86816
30.6,222.24,61827,67198,0.90511,1.0317,0.19279,0.63247,0.89698
30.8,200.35,61857,67236,0.90947,1.0319,0.19278,0.63552,0.92622
31,178.71,61885,67273,0.9138,1.026,0.19283,0.63856,0.95586
31.2,162.83,61912,67309,0.9181,1.025,0.19284,0.64157,0.98592
31.4,153.36,61938,67344,0.92236,1.0267,0.19281,0.64456,1.0164
31.6,146.85,61963,67377,0.9266,1.03,0.19277,0.64753,1.047
31.8,143.35,61987,67410,0.93081,1.0313,0.19275,0.65047,1.0779
32,139.45,62011,67442,0.93494,1.0263,0.19279,0.65337,1.1096
32.2,134.37,62035,67475,0.93933,1.0827,0.1922,0.65644,1.1383
32.4,131.5,62060,67509,0.94385,1.089,0.19212,0.65961,1.1674
32.6,129.69,62085,67543,0.94832,1.0798,0.19221,0.66275,1.1974
32.8,129.42,62112,67579,0.95275,1.0749,0.19225,0.66585,1.2281
33,128,62140,67616,0.95713,1.0832,0.19216,0.66892,1.2594
33.2,126.24,62171,67655,0.96151,1.09,0.19208,0.67199,1.2906
33.4,128.37,62203,67697,0.96592,1.0898,0.19207,0.67508,1.3217
33.6,129.74,62238,67740,0.97033,1.0951,0.19201,0.67817,1.3532
33.8,133.72,62273,67785,0.97473,1.0979,0.19197,0.68125,1.3849
34,133.5,62310,67830,0.97911,1.0957,0.19198,0.68432,1.4171
34.2,135.13,62345,67874,0.98347,1.114,0.19179,0.68737,1.4497
34.4,136.9,62379,67917,0.98782,1.1145,0.19177,0.69042,1.4825
34.6,140.79,62411,67958,0.99219,1.136,0.19154,0.69349,1.5153
34.8,142.77,62440,67996,0.99655,1.1534,0.19135,0.69654,1.5486
35,144.81,62466,68030,1.0009,1.1631,0.19124,0.69957,1.5825
35.2,141.48,62488,68062,1.0052,1.1761,0.1911,0.70258,1.6167
35.4,144.22,62508,68091,1.0095,1.1887,0.19096,0.70561,1.6508
35.6,142.72,62528,68119,1.0138,1.2108,0.19072,0.70864,1.6852
35.8,141.45,62547,68147,1.0181,1.2023,0.1908,0.71163,1.7202
36,139.81,62566,68176,1.0223,1.2041,0.19078,0.71459,1.7558
36.2,139.28,62588,68207,1.0267,1.2364,0.19043,0.71768,1.7895
36.4,141.43,62612,68239,1.0312,1.2297,0.19049,0.72082,1.8237
36.6,141.6,62636,68273,1.0356,1.2246,0.19054,0.72393,1.8588
36.8,142.82,62662,68308,1.04,1.2304,0.19047,0.72702,1.894
37,142.15,62689,68345,1.0444,1.2376,0.19039,0.73011,1.9294
37.2,142.12,62717,68381,1.0488,1.2442,0.19031,0.7332,1.9648
37.4,141.46,62744,68417,1.0532,1.2414,0.19033,0.73628,2.0007
37.6,138.54,62770,68453,1.0576,1.2532,0.1902,0.73937,2.0364
37.8,137.54,62794,68486,1.0621,1.2651,0.19007,0.74248,2.0722
38,139.27,62817,68518,1.0665,1.2729,0.18998,0.74559,2.1086
38.2,141.32,62836,68546,1.0709,1.2927,0.18976,0.74869,2.1451
38.4,144.14,62854,68573,1.0754,1.2983,0.1897,0.75181,2.1819
38.6,144.6,62871,68600,1.0799,1.3037,0.18963,0.75494,2.2188
38.8,145.29,62887,68626,1.0843,1.3106,0.18955,0.75807,2.2561
39,145.51,62905,68653,1.0887,1.3002,0.18965,0.76118,2.2936
39.2,143.55,62925,68682,1.0932,1.2996,0.18965,0.76429,2.3313
39.4,141.45,62945,68711,1.0976,1.3062,0.18957,0.76743,2.3688
39.6,140.09,62966,68742,1.1021,1.3073,0.18955,0.77055,2.4066
39.8,139.66,62987,68772,1.1065,1.2926,0.18969,0.77362,2.4449
40,138.83,63007,68801,1.1108,1.2932,0.18968,0.77667,2.4834
40.2,134.72,63027,68831,1.0303,1.3361,0.19055,0.78565,2.5204
40.4,137.6,63046,68859,1.0298,1.3182,0.19072,0.78532,2.5575
40.6,139.11,63063,68885,1.0338,1.3379,0.19052,0.78833,2.5945
40.8,137.25,63080,68912,1.038,1.332,0.19057,0.79159,2.632
41,138.75,63097,68939,1.0423,1.3264,0.19062,0.79483,2.6701
41.2,139.91,63116,68967,1.0465,1.3317,0.19056,0.79808,2.7078
41.4,142.05,63138,68998,1.0508,1.3286,0.19058,0.80136,2.7454
41.6,145.77,63161,69031,1.0551,1.3241,0.19061,0.80462,2.7834
41.8,147.42,63186,69065,1.0593,1.3176,0.19067,0.80784,2.822
42,147.86,63211,69100,1.0634,1.2895,0.19093,0.81101,2.8613
42.2,147.3,63236,69134,1.0675,1.3008,0.19081,0.81416,2.9006
42.4,146.09,63260,69168,1.0717,1.3015,0.1908,0.81732,2.9401
42.6,146.57,63283,69201,1.0758,1.3087,0.19072,0.82048,2.9797
42.8,148.37,63305,69232,1.08,1.3246,0.19056,0.82367,3.0194
43,149.39,63326,69263,1.0842,1.3409,0.1904,0.82689,3.0591
43.2,151.52,63347,69293,1.0884,1.3535,0.19027,0.8301,3.0995
43.4,150.58,63368,69324,1.0926,1.3445,0.19035,0.83332,3.1399
43.6,149.74,63390,69356,1.0968,1.3364,0.19042,0.83651,3.1807
43.8,143.47,63413,69389,1.101,1.3488,0.19029,0.83972,3.221
44,139.1,63438,69423,1.1051,1.3416,0.19035,0.84293,3.2618
44.2,133.9,63465,69461,1.1096,1.4091,0.1897,0.84636,3.2984
44.4,136.88,63494,69499,1.1143,1.4098,0.18968,0.8499,3.3358
44.6,138.75,63523,69539,1.1189,1.4027,0.18974,0.85342,3.3741
44.8,142.33,63552,69578,1.1234,1.3831,0.18992,0.85693,3.413
45,146.64,63582,69618,1.128,1.3776,0.18996,0.86039,3.4528
45.2,149.34,63610,69656,1.1324,1.37,0.19003,0.86381,3.4937
45.4,154.85,63638,69694,1.1369,1.3719,0.19,0.86719,3.5353
45.6,160.6,63664,69730,1.1412,1.3777,0.18994,0.87054,3.5777
45.8,164.17,63689,69766,1.1456,1.3792,0.18991,0.87386,3.6207
46,165.14,63713,69799,1.1499,1.3903,0.1898,0.87718,3.6639
46.2,161.84,63736,69832,1.1542,1.3997,0.1897,0.8805,3.7075
46.4,159.69,63759,69865,1.1586,1.4211,0.18949,0.88385,3.751
46.6,152.75,63781,69898,1.163,1.4242,0.18945,0.88719,3.7951
46.8,145.71,63804,69931,1.1673,1.4012,0.18966,0.89049,3.8398
47,140.52,63828,69964,1.1716,1.3925,0.18974,0.89375,3.8854
47.2,42.155,63852,69999,1.1758,1.3825,0.18982,0.89698,3.9313
47.4,234.71,63878,70034,1.18,1.3807,0.18983,0.90021,3.9771
47.6,204.69,63903,70070,1.1842,1.3655,0.18997,0.90342,4.0231
47.8,175.19,63930,70107,1.1883,1.3653,0.18996,0.90659,4.0697
48,158.23,63956,70143,1.1924,1.3538,0.19007,0.90974,4.1167
48.2,151.56,63983,70180,1.1967,1.3948,0.18967,0.91299,4.1625
48.4,152.16,64009,70216,1.201,1.4085,0.18953,0.9163,4.2086
48.6,147.7,64034,70252,1.2054,1.4087,0.18952,0.91962,4.2547
48.8,142.56,64059,70286,1.2096,1.4027,0.18957,0.92288,4.3016
49,138.89,64083,70320,1.2138,1.4084,0.1895,0.92611,4.3489
49.2,138.55,64106,70354,1.218,1.4327,0.18927,0.92934,4.3961
49.4,134.89,64129,70387,1.2223,1.4395,0.18919,0.93257,4.4435
49.6,131.6,64153,70421,1.2264,1.4417,0.18916,0.93577,4.491
49.8,125.98,64176,70454,1.2306,1.4367,0.1892,0.93895,4.539
50,119.02,64200,70488,1.2347,1.4449,0.18912,0.94209,4.5875
50.2,114.24,64325,70623,1.2388,1.1415,0.19199,0.94523,4.629
50.4,34.271,64451,70759,1.2429,1.1111,0.19227,0.94834,4.6705
50.6,211.05,64577,70896,1.2469,1.1087,0.19228,0.95143,4.7122
50.8,157.14,64705,71033,1.2509,1.1166,0.1922,0.95452,4.7538
51,111.81,64833,71171,1.255,1.121,0.19215,0.95762,4.7954
51.2,33.543,64961,71310,1.259,1.1063,0.19228,0.96069,4.8367
51.4,147.59,65090,71448,1.263,1.112,0.19222,0.96376,4.8779
51.6,122.65,65218,71586,1.267,1.1056,0.19228,0.96682,4.9192
51.8,97.96,65346,71724,1.271,1.1133,0.19219,0.96988,4.9606
52,77.673,65473,71862,1.275,1.1211,0.19211,0.97295,5.0018
52.2,62.855,65601,72000,1.2792,1.16,0.19174,0.97615,5.042
52.4,18.857,65728,72137,1.2834,1.1686,0.19165,0.97942,5.082
52.6,96.812,65854,72274,1.2877,1.1688,0.19164,0.98268,5.1221
52.8,88.021,65980,72410,1.2919,1.1599,0.19171,0.98592,5.1624
53,78.05,66106,72547,1.2962,1.162,0.19169,0.98918,5.203
53.2,69.796,66232,72683,1.3004,1.1632,0.19167,0.99243,5.2439
53.4,63.682,66358,72820,1.3046,1.1552,0.19173,0.99566,5.2848
53.6,58.424,66485,72957,1.3089,1.1516,0.19176,0.99889,5.326
53.8,52.734,66612,73094,1.313,1.1502,0.19176,1.0021,5.3671
54,46.813,66739,73231,1.3172,1.1674,0.19159,1.0053,5.4085
54.2,40.668,66866,73369,1.3213,1.1667,0.19159,1.0085,5.4497
54.4,36.489,66994,73507,1.3255,1.1767,0.19149,1.0116,5.4907
54.6,10.947,67122,73646,1.3297,1.1791,0.19146,1.0148,5.5315
54.8,62.775,67251,73785,1.3338,1.1691,0.19155,1.018,5.5725
55,58.007,67380,73924,1.3378,1.1621,0.1916,1.0211,5.6135
55.2,49.262,67510,74064,1.3418,1.1659,0.19156,1.0241,5.6545
55.4,40.763,67640,74205,1.3458,1.1802,0.19142,1.0272,5.6952
55.6,35.009,67772,74347,1.3499,1.1818,0.19139,1.0303,5.7361
55.8,31.448,67903,74489,1.3539,1.1942,0.19127,1.0334,5.7766
56,28.292,68035,74631,1.358,1.1769,0.19142,1.0365,5.817
56.2,24.244,68169,74775,1.3621,1.2278,0.19093,1.0397,5.8569
56.4,24.354,68303,74920,1.3664,1.2434,0.19078,1.043,5.8962
56.6,26.474,68437,75065,1.3707,1.2526,0.19068,1.0463,5.9354
56.8,27.803,68572,75210,1.3751,1.2591,0.19061,1.0496,5.9745
57,28.759,68707,75355,1.3794,1.2628,0.19057,1.0529,6.0134
57.2,28.713,68842,75501,1.3837,1.2645,0.19055,1.0562,6.0525
57.4,27.805,68977,75647,1.3879,1.2734,0.19045,1.0595,6.0917
57.6,27.57,69112,75792,1.3922,1.2748,0.19043,1.0627,6.1309
57.8,27.034,69248,75939,1.3964,1.2898,0.19028,1.066,6.17
58,26.077,69384,76085,1.4007,1.2922,0.19025,1.0693,6.2094
58.2,25.283,69520,76232,1.4049,1.2937,0.19023,1.0725,6.2489
58.4,24.05,69656,76379,1.4091,1.2849,0.1903,1.0757,6.2883
58.6,22.598,69793,76526,1.4134,1.3186,0.18998,1.079,6.3274
58.8,22.888,69929,76674,1.4177,1.3107,0.19004,1.0823,6.3668
59,22.692,70066,76821,1.422,1.3175,0.18997,1.0856,6.4062
59.2,22.059,70202,76968,1.4262,1.3187,0.18995,1.0888,6.4457
59.4,21.314,70338,77115,1.4305,1.3197,0.18993,1.0921,6.4851
59.6,21.324,70475,77262,1.4347,1.3141,0.18998,1.0954,6.5246
59.8,20.491,70612,77410,1.439,1.3015,0.19009,1.0986,6.5644
60,19.036,70749,77558,1.4432,1.3129,0.18997,1.1018,6.6044
60.2,17.694,70887,77706,1.4474,1.3283,0.18982,1.1051,6.6441
60.4,18.526,71025,77855,1.4518,1.3534,0.18957,1.1084,6.6836
60.6,19.338,71164,78004,1.4561,1.3664,0.18944,1.1117,6.7234
60.8,19.654,71302,78153,1.4604,1.3774,0.18933,1.115,6.7637
61,19.524,71439,78301,1.4646,1.361,0.18947,1.1183,6.8043
61.2,17.698,71576,78449,1.4687,1.3704,0.18938,1.1214,6.8451
61.4,16.704,71711,78594,1.4728,1.368,0.18939,1.1246,6.8861
61.6,14.666,71844,78739,1.4769,1.373,0.18934,1.1277,6.9275
61.8,14.353,71976,78881,1.481,1.3899,0.18917,1.1308,6.9688
62,14.771,72106,79022,1.4851,1.3957,0.18911,1.134,7.0102
62.2,15.911,72235,79161,1.4892,1.4037,0.18902,1.1371,7.0514
62.4,16.96,72363,79300,1.4932,1.3911,0.18913,1.1402,7.093
62.6,17.081,72491,79438,1.4972,1.3942,0.1891,1.1433,7.1344
62.8,16.87,72619,79577,1.5012,1.4035,0.189,1.1464,7.1756
63,16.542,72748,79717,1.5052,1.4008,0.18902,1.1494,7.2166
63.2,15.419,72877,79857,1.5092,1.3951,0.18906,1.1525,7.2575
63.4,14.146,73008,79998,1.5132,1.4111,0.1889,1.1555,7.2983
63.6,13.413,73139,80140,1.5172,1.4274,0.18874,1.1586,7.3391
63.8,13.763,73270,80282,1.5213,1.4296,0.18871,1.1617,7.3798
64,14.851,73402,80424,1.5254,1.4011,0.18898,1.1649,7.4207
64.2,14.92,73534,80567,1.5294,1.4146,0.18884,1.168,7.4614
64.4,15.075,73666,80710,1.5335,1.4118,0.18886,1.1711,7.502
64.6,15.069,73797,80852,1.5376,1.435,0.18863,1.1742,7.5427
64.8,16.784,73927,80993,1.5417,1.4513,0.18847,1.1774,7.5836
65,18.69,74057,81134,1.5459,1.4536,0.18844,1.1806,7.6242
65.2,19.524,74186,81274,1.55,1.4644,0.18833,1.1838,7.6648
65.4,20.578,74315,81413,1.5541,1.4679,0.18829,1.1869,7.7053
65.6,21.362,74443,81552,1.5582,1.4638,0.18832,1.19,7.7459
65.8,22.399,74571,81691,1.5623,1.4494,0.18845,1.1932,7.7862
66,22.286,74699,81830,1.5663,1.46,0.18834,1.1963,7.8267
66.2,22.968,74827,81968,1.5704,1.4567,0.18836,1.1994,7.8672
66.4,22.919,74954,82107,1.5744,1.4581,0.18834,1.2025,7.9075
66.6,21.146,75081,82244,1.5784,1.4453,0.18846,1.2055,7.9482
66.8,19.22,75208,82382,1.5823,1.4547,0.18836,1.2086,7.9888
67,17.293,75334,82519,1.5862,1.441,0.18848,1.2115,8.0293
67.2,14.886,75460,82655,1.59,1.4431,0.18845,1.2145,8.0699
67.4,11.964,75585,82791,1.5938,1.4369,0.18851,1.2174,8.1107
67.6,9.9267,75710,82927,1.5977,1.4541,0.18833,1.2204,8.1518
67.8,9.454,75835,83062,1.6016,1.4446,0.18842,1.2233,8.1931
68,8.8001,75959,83197,1.6054,1.4582,0.18828,1.2263,8.2339
68.2,7.3291,76086,83334,1.6092,1.4576,0.18828,1.2292,8.2749
68.4,6.5288,76213,83472,1.6131,1.4609,0.18824,1.2322,8.3159
68.6,6.326,76341,83611,1.617,1.4396,0.18844,1.2351,8.3563
68.8,4.636,76470,83751,1.6208,1.4429,0.1884,1.2381,8.3966
69,2.8555,76600,83891,1.6246,1.4557,0.18827,1.241,8.4368
69.2,1.9674,76730,84032,1.6285,1.466,0.18816,1.244,8.4772
69.4,1.2825,76860,84173,1.6323,1.4807,0.18802,1.247,8.5178
69.6,1.4169,76990,84314,1.6362,1.4861,0.18796,1.2499,8.5586
69.8,1.5711,77120,84455,1.6402,1.528,0.18755,1.253,8.5997
70,3.7618,77250,84596,1.6443,1.5468,0.18736,1.2561,8.6409
70.2,5.7057,77379,84737,1.6483,1.5526,0.1873,1.2592,8.6821
70.4,7.3802,77509,84877,1.6524,1.5581,0.18724,1.2623,8.723
70.6,8.9867,77639,85018,1.6564,1.5534,0.18728,1.2654,8.7638
70.8,9.2325,77768,85159,1.6604,1.5458,0.18734,1.2685,8.8045
71,8.4014,77897,85299,1.6643,1.5559,0.18724,1.2715,8.845
71.2,6.9162,78026,85439,1.6683,1.5754,0.18705,1.2745,8.8856
71.4,6.8695,78155,85579,1.6723,1.5933,0.18687,1.2776,8.9262
71.6,7.5117,78283,85718,1.6763,1.5913,0.18688,1.2807,8.9663
71.8,7.435,78411,85858,1.6803,1.6117,0.18668,1.2838,9.0068
72,8.3193,78539,85996,1.6844,1.6112,0.18667,1.2869,9.0472
72.2,9.0084,78667,86136,1.6886,1.647,0.18633,1.2901,9.0885
72.4,12.177,78795,86276,1.6928,1.6472,0.18632,1.2934,9.1296
72.6,14.03,78923,86415,1.6971,1.6479,0.1863,1.2967,9.171
72.8,15.863,79051,86554,1.7013,1.6312,0.18645,1.2999,9.2119
73,15.743,79180,86694,1.7055,1.6138,0.18661,1.3031,9.2527
73.2,13.978,79309,86834,1.7096,1.6046,0.18669,1.3063,9.2929
73.4,12.946,79438,86975,1.7137,1.6188,0.18655,1.3094,9.3332
73.6,12.398,79569,87117,1.7179,1.6264,0.18647,1.3126,9.3732
73.8,11.888,79699,87259,1.722,1.6269,0.18645,1.3158,9.4132
74,10.93,79830,87402,1.7261,1.6227,0.18649,1.3189,9.453
74.2,9.1242,79961,87544,1.7301,1.6211,0.18649,1.322,9.4928
74.4,7.8344,80091,87685,1.7341,1.6311,0.18639,1.3251,9.5324
74.6,7.1203,80221,87826,1.7382,1.6315,0.18638,1.3282,9.5716
74.8,6.472,80350,87966,1.7422,1.6421,0.18627,1.3313,9.6106
75,5.6657,80478,88106,1.7461,1.6377,0.18631,1.3344,9.6493
75.2,4.4996,80525,88164,1.7501,1.9113,0.18368,1.3374,9.6979
75.4,31.909,80572,88222,1.754,1.9514,0.18329,1.3404,9.7464
75.6,52.083,80618,88279,1.758,1.9596,0.1832,1.3434,9.7949
75.8,67.083,80664,88336,1.7618,1.9512,0.18328,1.3464,9.8432
76,78.639,80709,88393,1.7657,1.9583,0.1832,1.3494,9.8917
76.2,88.035,80760,88456,1.7702,2.0958,0.18187,1.3528,9.9415
76.4,108.31,80812,88520,1.775,2.0941,0.18188,1.3565,9.9917
76.6,122.6,80865,88585,1.7798,2.1038,0.18178,1.3602,10.042
76.8,132.82,80919,88652,1.7847,2.1073,0.18174,1.364,10.092
77,139.78,80975,88720,1.7896,2.1002,0.18179,1.3677,10.142
77.2,146.28,81032,88790,1.7944,2.0976,0.18181,1.3715,10.192
77.4,146.36,81089,88859,1.7992,2.0823,0.18195,1.3751,10.243
77.6,148.68,81147,88930,1.8041,2.0932,0.18184,1.3789,10.294
77.8,154.32,81204,88999,1.8089,2.0823,0.18193,1.3826,10.344
78,160.67,81261,89069,1.8138,2.0885,0.18186,1.3863,10.396
78.2,166.28,81317,89137,1.8187,2.1102,0.18164,1.3901,10.447
78.4,171.72,81372,89206,1.8237,2.1402,0.18135,1.394,10.498
78.6,176.92,81427,89273,1.8288,2.1513,0.18123,1.3979,10.55
78.8,179.06,81480,89340,1.834,2.1634,0.1811,1.4018,10.602
79,182.31,81534,89406,1.8391,2.174,0.18099,1.4058,10.654
79.2,184.54,81587,89472,1.8443,2.1855,0.18087,1.4098,10.706
79.4,188.59,81640,89539,1.8495,2.1775,0.18094,1.4137,10.758
79.6,194.52,81694,89606,1.8546,2.1829,0.18088,1.4177,10.81
79.8,200.64,81748,89673,1.8599,2.2023,0.18068,1.4217,10.862
80,206.52,81803,89741,1.8651,2.1989,0.1807,1.4258,10.915
80.2,208.7,81852,89801,1.8692,1.9503,0.18309,1.4289,10.962
80.4,188.19,81901,89860,1.8727,1.9257,0.18332,1.4316,11.009
80.6,173.82,81949,89918,1.8762,1.9287,0.18328,1.4343,11.057
80.8,164.54,81994,89973,1.8796,1.9357,0.18321,1.437,11.104
81,158.83,82037,90027,1.8831,1.9568,0.183,1.4396,11.153
81.2,156.12,82078,90079,1.8866,1.9724,0.18284,1.4423,11.202
81.4,153.05,82119,90130,1.8902,1.9851,0.18271,1.445,11.251
81.6,45.914,82161,90182,1.8937,1.9611,0.18294,1.4477,11.299
81.8,192.47,82204,90236,1.8972,1.961,0.18293,1.4504,11.348
82,204.43,82249,90292,1.9007,1.9536,0.183,1.4531,11.396
82.2,207.28,82296,90349,1.9042,1.9524,0.183,1.4558,11.444
